sku,price,memberships,productClass,taxClass,enabled,weight,shippable,images,imagesAlt,arrivalDate,date,updateDate,categories,inventoryTrackingEnabled,stockLevel,lowLimitEnabled,lowLimitLevel,cleanURL,useSeparateBox,boxWidth,boxLength,boxHeight,itemsPerBox,metaDescType,name_en,description_en,briefDescription_en,metaTags_en,metaDesc_en,metaTitle_en,Size (field:product),Style (field:product),Embroidery (field:product),Color (field:product),Lost Car Logo On Sleeve (Free) (field:product),Quantity (field:product),Sleeve Length (field:product),Neck Size (field:product),Display type (field:class >>> Display),Graphic (field:class >>> Specifications),"Storage, GB (field:class >>> Specifications)","Memory, GB (field:class >>> Specifications)",CPU (field:class >>> Specifications),LTE (field:class >>> Cellular and Wireless),GLONASS (field:class >>> Cellular and Wireless),GPS (field:class >>> Cellular and Wireless),"Dimension, inches (field:class >>> Display)",Resolution (field:class >>> Display),"Weight, kg (field:class >>> Size and Weight)","Depth, inches (field:class >>> Size and Weight)","Width, inches (field:class >>> Size and Weight)","Height, inches (field:class >>> Size and Weight)",Battery type (field:class >>> Battery),Bluetooth (field:class >>> Cellular and Wireless),Wi-Fi (field:class >>> Cellular and Wireless),CDMA model (field:class >>> Cellular and Wireless),"Height, inches (field:class >>> Size & weight)_en",Standby time (field:class >>> Power and Battery)_en,Talk time (field:class >>> Power and Battery)_en,Battery type (field:class >>> Power and Battery),"Capacity, GB (field:class)",Sleeve (field:class),"Width, inches (field:class >>> Size & weight)_en","Depth, inches (field:class >>> Size & weight)_en",GSM model (field:class >>> Cellular and Wireless),Color (field:class),SIM card (field:class),Audio playback (field:class >>> Power and Battery)_en,Video playback (field:class >>> Power and Battery)_en,Chip (field:class),"Weight, grams (field:class >>> Size & weight)_en",Size (field:class),Size (field:global),openGraphMeta,useCustomOpenGraphMeta,sale,freeShipping,freightFixedFee,variantSKU,variantPrice,variantQuantity,variantWeight,variantImage,variantImageAlt,relatedProducts,!GENERATE_THUMBNAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,!GENERATE_THUMBNAIL
111-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,41,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,30,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,27,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-010,105,,,,Yes,2,Yes,images/product/IMG_0388_1.jpeg&&images/product/IMG_0389_1.jpeg&&images/product/IMG_0390_1.jpeg&&images/product/IMG_0391_1.jpeg&&images/product/FONTS_1_3.png&&images/product/Thread Colors_1_2.png,,"Tue, 07 Apr 2015 17:22:37 +0000","Wed, 08 Apr 2015 23:39:35 +0000","Mon, 20 Feb 2017 06:23:46 +0000",Men's Chef Coats,Yes,1000,No,10,brink.html,No,0,0,0,1,A,Brink,,"<p>Light grey chambray fabric<br />12 buttons<br />97% cotton 3% spandex<br />Contrast fabric around collar<br />Contrast stitching<br />Longer, curved hemline<br />Spread collar<br />Double-breasted<br />Inset double chest pocket<br />Contrasting black roll-up cuffs<br />Available in sizes XS-3XL<br />No-fuss magnetic back apron loop<br /> </p>
<p><a id=""size_chart"" class=""regular-main-button"" href=""#chart_info"">Size Chart</a></p>
<p><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"">Embroidery Thread Colors</a></p>
<p><a href=""/images/filemanager/uploads/font%20list%20final.jpg"">Font List</a></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/DenimGrey-Male.jpg"" alt=""Chart"" /></div>",,"Light grey chambray fabric12 buttons97% cotton 3% spandexContrast fabric around collarContrast stitchingLonger, curved hemlineSpread collarDouble-breastedInset double chest pocketContrasting black roll-up cuffsAvailable in sizes XS-3XLNo-fuss magnetic back apron loop 
Size Chart
",,XS,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,5,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,55,,,,Yes,2,Yes,images/product/FullSizeRender_1.jpeg&&images/product/IMG_0407_1.jpeg&&images/product/FONTS_1_11.png&&images/product/Thread Colors_1_11.png,,"Wed, 08 Apr 2015 00:00:00 +0000","Wed, 08 Apr 2015 23:45:05 +0000","Mon, 15 Aug 2016 19:47:32 +0000",Men's Chef Coats,Yes,997,No,10,rocky-black.html,No,0,0,0,1,A,Rocky,,"<p>Unisex<br />Double-breasted<br />No-fuss magnetic back apron loop<br />Inset double chest pocket<br />12 buttons<br />Mandarin collar<br />Longer, curved hemline<br />Available in sizes XS-4XL<br />Short sleeve<br /> </p>",,"UnisexDouble-breastedNo-fuss magnetic back apron loopInset double chest pocket12 buttonsMandarin collarLonger, curved hemlineAvailable in sizes XS-4XLShort sleeve ",,XS,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,82,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,104,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
111-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-003,105,,,,Yes,2,Yes,images/product/IMG_4815.jpg&&images/product/2_1.jpeg&&images/product/IMG_4816.jpg,,"Tue, 07 Apr 2015 17:34:41 +0000","Thu, 09 Apr 2015 18:36:10 +0000","Tue, 31 Jan 2017 04:49:17 +0000",Women's Chef Coats,Yes,999,No,10,lillian-black-denim.html,No,0,0,0,1,A,Lillian,,"<p>Flatteringly fitted<br />Side seam slits<br />Lightweight black denim<br />97% cotton 3% spandex<br />Double-breasted<br />Black and grey striped roll-up cuffs<br />No-fuss magnetic back apron loop<br />Inset double chest pocket<br />Spread collar<br />12 buttons<br />Contrast fabric around collar<br />Longer, curved hemline<br />Available in sizes XS-3XL<br /><br /></p>
<p><a id=""size_chart"" class=""regular-main-button"" href=""#chart_info"">Size Chart</a></p>
<p><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"" target=""_blank"">Embroidery Thread Colors</a></p>
<p><a href=""/images/filemanager/uploads/font%20list%20final.jpg"" target=""_blank"">Font List</a></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/DenimGrey-Female.jpg"" alt=""Chart"" /></div>",,"Flatteringly fittedSide seam slitsLightweight black denim97% cotton 3% spandexDouble-breastedBlack and grey striped roll-up cuffsNo-fuss magnetic back apron loopInset double chest pocketSpread collar12 buttonsContrast fabric around collarLonger, curved hemlineAvailable in sizes XS-3XL
Size Chart
",,,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS,,No,,No,0,,,26,,,,211-007&&112359,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,25,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,31,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,21,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,6,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,107,11,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL,,,,,,,109,13,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-005,105,,,,Yes,2,Yes,images/product/KAT_1.jpeg&&images/product/KAT2_1.jpeg&&images/product/KAT3_1.jpeg,,"Wed, 08 Apr 2015 10:52:18 +0000","Thu, 09 Apr 2015 18:52:23 +0000","Tue, 10 Jan 2017 23:18:13 +0000",Women's Chef Coats,Yes,995,No,10,kat-white-ls.html,No,0,0,0,1,A,Kat,,"<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Flatteringly fitted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Side seam slits</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">2 way stretch cotton</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">97% cotton 3% spandex</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Double-breasted</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">No-fuss neodymium magnetic back apron tab</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Inset double chest pocket</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">12 buttons</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Spread collar</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Longer, curved hemline</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#339966;""><span style=""font-family:arial, helvetica, sans-serif;"">Use &amp; Care</span></span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;"">Machine-wash cold, gentle cycle</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Line dry only, DO NOT USE DRYER (shrinkage will occur)</span></li>
<li><span style=""font-family:arial, helvetica, sans-serif;"">Due to the 3% spandex in the fabric, use caution when laundering.  Care instructions must be followed in order to maintain the integrity of the product.  No refunds or exchanges will be made from the disregard of these instructions.</span></li>
</ul><h3><span style=""font-family:arial, helvetica, sans-serif;color:#339966;"">Dimensions</span></h3>
<ul><li><span style=""font-family:arial, helvetica, sans-serif;color:#000000;"">Available in sizes XS-3XL</span></li>
<li><span style=""font-size:8pt;"">Note<span style=""font-family:arial, helvetica, sans-serif;"">: This products sizing runs big.  Please reference the size chart before purchase.</span></span></li>
</ul><p> </p>
<p><span style=""font-family:arial, helvetica, sans-serif;""><a id=""size_chart"" class=""regular-main-button"" href=""#chart_info"">Size Chart</a></span></p>
<p><a href=""/images/filemanager/uploads/thread%20colors%201.jpg"">Embroidery Thread Colors</a></p>
<p><a href=""/images/filemanager/uploads/font%20list%20final.jpg"">Font List</a></p>
<div id=""chart_info"" style=""width:800px;display:none;""><img src=""/images/White-Female.jpg"" alt=""Chart"" /></div>",,"Flatteringly fitted
Side seam slits
2 way stretch cotton
97% cotton 3% spandex
Double-breasted
No-fuss neodymium magnetic back apron tab
Inset double chest pocket
12 buttons
Spread collar
Longer, curved hemline
Use &amp; Care
Machine-wash cold, gentle cycle
Line dry only, DO NOT USE DRYER (shrinkage will occur)
Due to the 3% spandex in the fabric, use caution when laundering.  Care instructions must be followed in order to maintain the integrity of the product.  No refunds or exchanges will be made from the disregard of these instructions.
Dimensions
Available in sizes XS-3XL
Note: This products sizing runs big.  Please reference the size chart before purchase.
 
Size Chart
Embroidery Thread Colors
Font List
",,XS,,Yes&&No=default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,0,,,0,,,,111-029&&111-018,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
